397,294,886
148,279,805
-111,265,765
-299,216,770
-427,165,755
-575,99,704
-680,59,666
-736,48,634
-755,39,614
-774,28,596
-799,-2,582
-848,-43,540
-939,-82,493
-1042,-109,438
-1123,-155,404
-1112,-175,381
-1058,-176,334
-974,-146,293
-829,-105,267
-553,-39,249
-331,48,194
-212,156,112
-85,286,63
42,374,15
169,434,-44
295,493,-111
414,543,-184
469,566,-246
442,558,-303
315,508,-330
84,423,-328
-193,332,-327
-469,259,-355
-711,220,-433
-881,228,-540
-1024,268,-649
-1084,351,-757
-1063,418,-897
-1029,395,-1069
-1020,254,-1223
-1026,12,-1277
-893,-242,-1189
-572,-501,-1013
-230,-747,-915
-77,-863,-952
-64,-794,-1054
-136,-663,-1120
-155,-556,-1038
-97,-437,-833
-8,-284,-608
104,-127,-412
153,2,-254
114,78,-124
7,146,-75
-134,240,-74
-313,343,-76
-520,414,-63
-712,422,-44
-856,383,-45
-960,335,-69
-1049,304,-107
-1125,296,-131
-1206,323,-126
-1269,395,-136
-1295,475,-143
-1237,558,-109
-972,651,6
-469,724,167
-101,680,188
131,626,109
201,588,-5
432,611,-24
868,627,104
1474,540,406
2018,343,672
2196,226,577
1673,286,103
648,531,-225
-22,703,-293
-103,678,-168
143,566,-20
489,496,110
761,455,161
976,429,200
1047,379,239
1090,325,274
1052,286,341
1080,288,487
1055,267,577
920,237,544
900,265,522
854,293,498
764,357,469
627,436,440
315,479,376
-32,527,308
-224,517,302
-332,451,345
-400,353,347
-429,276,332
-402,224,344
-360,182,364
-272,146,311
-214,112,255
-235,116,241
-269,137,245
-357,172,272
-411,197,281
-400,182,271
-418,139,234
-463,95,218
-509,57,211
-559,24,205
-585,-7,192
-592,-38,173
-604,-64,152
-598,-91,123
-591,-122,89
-592,-147,64
-598,-173,44
-620,-202,22
-654,-228,3
-656,-254,-16
-616,-280,-37
-504,-322,-72
-347,-380,-123
-155,-466,-177
19,-569,-240
116,-637,-322
92,-629,-393
-11,-579,-418
-157,-536,-414
-315,-524,-396
-445,-551,-400
-509,-632,-468
-441,-714,-599
-290,-760,-741
-30,-769,-877
333,-763,-990
678,-711,-1039
960,-645,-1007
1182,-600,-909
1359,-593,-780
1507,-631,-654
1691,-686,-553
2005,-773,-440
2361,-905,-275
2603,-1004,-134
2710,-982,-90
2803,-866,-139
2887,-733,-235
2935,-619,-334
2991,-551,-324
3128,-538,-225
3300,-578,-81
3420,-612,30
3346,-618,71
3092,-630,97
2702,-642,137
2166,-648,234
1642,-604,306
1051,-537,309
442,-451,233
-42,-388,213
-355,-244,294
-963,-123,211
-1826,-79,48
-2489,-40,64
-2705,45,216
-2596,160,448
-2098,296,659
-1474,323,642
-879,219,470
-781,31,248
-940,-86,158
-1159,-142,87
-1405,-247,14
-1665,-330,43
-1745,-277,129
-1281,-77,221
-317,147,372
527,253,431
972,249,419
1085,250,404
1174,293,417
1271,329,437
1304,321,444
1300,298,436
1307,267,430
1284,223,450
1226,177,487
1150,133,531
1085,92,571
1009,52,593
915,27,591
775,17,576
592,19,549
405,30,509
239,47,468
10,80,401
-274,134,320
-474,208,256
-514,253,184
-462,291,73
-441,316,-55
-491,357,-173
-545,386,-245
-573,383,-263
-577,341,-260
-572,285,-256
-611,254,-279
-664,265,-307
-684,315,-340
-664,405,-384
-658,507,-443
-786,588,-550
-1069,596,-700
-1344,549,-827
-1521,421,-939
-1551,244,-1062
-1385,127,-1183
-1174,47,-1265
-951,-51,-1277
-683,-153,-1176
-502,-277,-954
-361,-352,-664
-311,-416,-357
-294,-518,-94
-292,-634,106
-273,-658,241
-241,-528,311
-304,-334,350
-511,-171,358
-738,-41,331
-853,113,262
-907,284,177
-955,397,111
-997,420,57
-990,428,13
-951,459,-16
-873,497,-21
-709,541,-14
-448,587,-6
-128,627,-22
195,675,-64
472,713,-148
645,740,-258
683,730,-349
679,695,-361
714,645,-302
898,566,-194
1099,449,-107
1253,328,-61
1425,228,-11
1561,102,60
1594,-32,91
1429,-160,24
1178,-258,-64
817,-348,-189
471,-492,-253
212,-742,-175
133,-924,-9
201,-940,158
360,-809,290
557,-568,360
816,-235,371
1093,99,379
1647,473,519
2435,806,824
3098,934,1120
3737,891,1375
4232,801,1862
4462,680,2168
4370,725,1786
3954,1009,1104
3053,1211,504
2204,1169,226
1646,965,150
1382,802,136
1321,718,175
1395,616,259
1571,427,355
1833,260,448
2085,162,506
2221,94,516
2216,51,332
1924,152,5
1166,323,-247
481,391,-320
93,347,-252
-13,296,-118
7,253,-4
24,177,55
20,103,74
28,71,99
18,62,128
9,49,161
13,48,196
30,74,206
63,119,197
93,166,175
134,205,142
142,250,116
135,308,100
169,349,76
212,376,51
213,408,32
215,448,4
222,477,-21
241,478,-39
253,444,-58
241,398,-97
228,356,-143
276,305,-193
371,232,-230
490,153,-245
565,73,-256
612,-10,-266
630,-117,-272
645,-227,-277
654,-306,-287
650,-340,-301
635,-361,-314
578,-403,-308
460,-490,-309
394,-615,-328
575,-691,-431
1222,-813,-691
1770,-893,-888
1907,-794,-891
2019,-584,-796
2284,-413,-605
2459,-449,-350
2462,-681,-142
2407,-939,-40
2481,-1116,16
2700,-1224,169
2911,-1310,469
2979,-1432,763
2939,-1517,872
2908,-1478,886
2910,-1351,896
2916,-1198,893
2954,-1073,896
3033,-1014,921
3109,-967,964
3305,-944,978
3536,-930,943
3776,-930,910
3974,-919,869
3963,-845,902
3980,-764,913
3995,-699,898
3789,-612,892
3348,-500,864
2771,-362,796
2187,-204,724
1394,1,619
699,250,548
242,476,527
74,620,539
120,634,555
204,535,588
307,467,673
137,479,609
-353,490,415
-814,546,283
-1083,647,243
-1094,747,272
-1002,772,315
-769,789,406
-441,796,506
38,772,593
636,666,662
1259,495,689
1723,307,661
1968,179,602
2063,114,546
2047,104,490
1981,122,437
1968,140,410
2033,149,393
2134,161,379
2209,180,353
2240,193,313
2237,200,275
2215,199,247
2167,205,213
2098,214,171
2013,225,129
1928,224,105
1844,216,106
1764,216,126
1681,222,150
1600,233,169
1530,246,179
1468,270,192
1411,311,191
1364,350,182
1344,369,168
1342,374,133
1337,373,88
1334,359,32
1340,339,-24
1354,318,-69
1341,302,-114
1275,290,-151
1145,269,-178
965,277,-221
753,294,-282
570,319,-355
429,367,-449
333,458,-580
328,566,-707
372,659,-823
402,683,-912
401,592,-956
422,454,-965
497,323,-918
680,175,-788
973,41,-559
1276,-57,-284
1531,-139,-47
1790,-279,124
1964,-495,195
1924,-672,145
1738,-716,43
1552,-656,-42
1417,-525,-71
1269,-345,-60
1080,-160,-13
893,-17,54
779,62,137
714,113,216
656,204,262
529,276,279
365,326,255
237,375,188
146,408,93
41,426,5
-53,405,-31
-66,368,-3
27,340,72
186,299,150
468,182,256
1129,-311,525
1706,-1306,1104
1394,-1997,1388
780,-2208,1234
422,-2187,935
472,-1990,694
742,-1646,571
1058,-1279,529
1369,-917,581
1566,-636,616
1630,-461,609
1720,-214,629
1852,35,665
1861,211,561
1799,404,403
1684,585,287
1507,729,204
1331,837,187
1220,930,263
1091,1014,374
1007,1097,513
978,1146,622
959,1188,665
938,1241,780
963,1205,925
938,1174,958
691,1267,811
259,1365,522
-14,1382,316
-126,1332,219
-189,1286,141
-183,1279,105
-155,1269,81
-69,1260,57
26,1214,35
160,1166,25
192,1061,-8
188,945,-82
253,857,-126
306,749,-147
360,641,-168
410,531,-196
462,454,-215
531,397,-225
589,336,-236
640,275,-237
717,227,-218
785,187,-183
850,164,-157
948,120,-162
1040,70,-166
1097,33,-160
1145,0,-183
1112,21,-185
1114,60,-166
1122,92,-153
1066,106,-147
974,100,-153
885,87,-161
819,67,-182
745,48,-215
675,31,-242
612,19,-270
561,7,-290
532,-6,-301
567,-21,-320
642,-44,-330
699,-74,-327
754,-109,-320
843,-126,-319
954,-117,-329
1111,-72,-360
1322,21,-392
1482,121,-405
1463,186,-379
1230,193,-345
849,124,-347
500,-16,-382
309,-205,-413
246,-403,-417
287,-540,-407
396,-621,-420
535,-674,-479
633,-697,-574
673,-700,-676
631,-703,-774
525,-724,-852
430,-768,-870
370,-829,-803
397,-889,-659
502,-926,-490
576,-915,-348
717,-881,-281
926,-828,-283
1147,-781,-291
1362,-742,-274
1585,-704,-234
1817,-661,-162
2022,-612,-59
2231,-552,65
2445,-465,185
2652,-371,263
2825,-267,288
2979,-198,302
3096,-190,313
3187,-197,319
3234,-214,316
3168,-237,309
2976,-273,321
2700,-325,361
2306,-365,397
1798,-390,416
1321,-393,425
826,-378,423
578,-384,548
806,-422,810
1153,-510,1006
1206,-584,986
857,-589,756
323,-495,509
-142,-336,417
-563,-194,434
-958,-130,472
-1131,-110,570
-1182,-94,648
-1093,-67,690
-919,-33,720
-593,6,766
-191,59,804
172,118,785
585,157,776
962,156,765
1162,127,754
1149,127,718
1051,148,687
1016,178,707
1027,210,706
1056,222,699
1107,224,682
1181,233,652
1250,239,625
1310,241,594
1347,241,555
1353,242,513
1341,253,478
1328,256,450
1303,250,434
1270,235,417
1223,215,404
1163,192,393
1095,173,384
1030,161,371
953,153,343
876,151,306
814,162,264
766,191,211
729,228,148
713,271,65
746,325,-30
802,378,-118
835,418,-191
823,436,-231
777,433,-240
720,418,-243
667,385,-265
600,370,-312
476,376,-360
246,374,-379
-51,332,-385
-300,278,-382
-466,316,-387
-634,486,-466
-865,643,-658
-1014,702,-926
-1023,612,-1168
-936,462,-1304
-767,314,-1270
-363,155,-1048
470,-78,-671
1695,-422,-164
2949,-851,339
3923,-1393,565
4171,-1847,403
3702,-2005,219
2869,-1838,52
2208,-1442,-125
1570,-993,-221
1089,-560,-130
786,-242,67
641,-24,270
570,116,359
492,183,312
314,220,240
92,282,191
-100,358,172
-218,378,168
-232,379,173
-137,406,187
28,465,231
256,507,327
535,509,438
867,470,469
1204,406,385
1443,334,275
1635,198,207
1885,26,251
2015,-119,281
1981,-195,250
1686,-226,189
1390,-264,163
1160,-351,200
1013,-457,266
702,-503,449
673,-502,597
674,-490,659
684,-440,689
635,-373,709
474,-253,700
443,-66,740
410,105,762
285,290,727
150,469,635
-110,562,497
-328,643,441
-300,733,543
-100,755,696
243,774,790
573,792,819
900,840,746
1154,875,676
1301,903,577
1524,917,493
1699,866,451
1820,802,388
1853,746,318
1791,692,257
1959,622,-13
2178,638,-369
2899,502,-1021
3393,264,-1291
2949,11,-718
2604,-54,-185
2526,-7,32
2429,37,214
2171,95,409
1951,171,475
1620,245,519
1384,308,501
1209,347,464
1020,357,442
928,325,397
774,341,405
714,375,393
712,433,348
718,493,297
715,518,245
677,517,191
644,502,128
606,468,66
582,419,21
557,368,-3
536,314,3
511,251,23
468,178,50
434,106,78
418,29,78
435,-47,71
500,-125,75
672,-205,64
936,-290,41
1165,-362,29
1212,-389,39
1150,-436,60
1009,-547,62
895,-736,28
769,-904,5
612,-1016,-43
424,-1081,-178
186,-1077,-396
42,-1005,-651
127,-918,-894
301,-737,-1042
588,-502,-1122
951,-344,-1138
1223,-257,-1074
1440,-263,-966
1537,-281,-851
1655,-294,-724
1778,-278,-599
1832,-254,-449
1816,-254,-283
1789,-303,-125
1840,-407,-3
1955,-514,88
2054,-558,159
2159,-577,223
2266,-609,282
2370,-639,304
2423,-634,292
2417,-615,277
2385,-628,314
2405,-656,399
2460,-688,494
2439,-730,596
2356,-758,687
2231,-737,773
2080,-694,838
1883,-662,866
1638,-642,844
1377,-629,812
1095,-597,764
802,-568,703
602,-551,655
435,-556,624
278,-572,592
196,-601,600
114,-591,630
60,-566,654
-7,-583,655
-122,-631,646
-213,-634,642
-301,-552,645
-332,-466,651
-387,-365,660
-415,-251,683
-402,-98,703
-273,52,718
-60,177,778
186,260,856
406,316,905
580,363,919
750,392,908
882,425,900
981,429,891
1033,390,854
1081,290,819
1091,170,794
1061,42,767
983,-29,745
829,-67,699
715,-107,657
639,-113,615
525,-122,553
415,-137,501
308,-131,458
170,-126,407
99,-134,381
153,-154,359
235,-168,329
271,-163,276
258,-129,208
231,-89,144
215,-40,92
184,7,55
126,35,28
69,45,-4
41,52,-38
59,68,-79
119,127,-129
154,218,-173
66,289,-200
-105,278,-218
-266,198,-256
-376,134,-321
-433,99,-387
-461,65,-446
-428,62,-491
-353,95,-520
-273,126,-546
-199,77,-560
-133,-50,-541
-114,-199,-489
-121,-344,-417
-96,-463,-351
-31,-549,-298
-34,-574,-278
-111,-502,-295
-216,-380,-335
-311,-288,-403
-322,-250,-455
-251,-230,-446
-118,-156,-367
-8,-55,-217
-76,28,-94
-103,155,-79
-157,263,-105
-286,279,-115
-373,263,-107
-449,263,-98
-491,258,-89
-561,281,-96
-665,313,-140
-779,363,-215
-883,397,-297
-1002,391,-367
-1058,340,-359
-1004,313,-293
-895,312,-239
-800,331,-209
-727,357,-180
-666,391,-154
-635,431,-127
-617,455,-89
-612,448,-64
-604,433,-47
-601,415,-34
-606,398,-28
-636,368,-46
-713,345,-66
-611,346,-145
-440,345,-214
-452,342,-197
-642,361,-78
-819,427,111
-771,565,286
-567,659,390
-488,655,455
-471,654,474
-440,678,495
-404,725,485
-408,797,475
-471,844,486
-521,852,500
-540,833,531
-512,803,537
-480,753,478
-511,738,406
-471,769,287
-434,747,139
-404,667,-75
-237,589,-318
-328,468,-217
-581,311,130
-608,207,267
-574,149,237
-546,120,188
-548,101,153
-551,103,130
-545,114,121
-562,104,117
-584,70,117
-586,26,121
-584,-6,131
-576,-42,140
-578,-78,144
-597,-120,139
-615,-154,139
-637,-188,140
-665,-219,140
-689,-249,132
-711,-280,119
-738,-312,108
-766,-349,95
-801,-385,84
-824,-420,75
-838,-452,68
-834,-489,58
-833,-520,52
-821,-547,48
-801,-573,50
-773,-594,47
-735,-589,35
-707,-557,24
-703,-498,7
-720,-428,-7
-758,-354,-22
-851,-301,-29
-1012,-294,-41
-1231,-331,-66
-1458,-388,-122
-1627,-454,-205
-1696,-509,-309
-1642,-536,-437
-1472,-536,-562
-1199,-502,-685
-885,-448,-760
-574,-406,-775
-283,-372,-761
-52,-318,-737
163,-239,-713
333,-177,-668
459,-154,-623
519,-127,-605
533,-109,-563
539,-115,-515
534,-139,-472
525,-166,-425
517,-192,-350
516,-223,-234
564,-262,-127
668,-289,-99
751,-286,-111
798,-233,-97
881,-185,-79
960,-167,-62
1020,-181,-40
1041,-216,-35
981,-238,-31
882,-257,-27
766,-273,-29
589,-281,-14
373,-275,4
157,-265,24
-57,-256,43
-218,-262,55
-345,-275,75
-458,-277,99
-541,-272,135
-714,-281,146
-887,-310,158
-987,-330,185
-1083,-338,223
-1200,-339,268
-1285,-333,293
-1328,-313,298
-1373,-269,329
-1396,-228,379
-1485,-188,395
-1592,-151,408
-1669,-94,411
-1677,-28,405
-1566,46,411
-1460,82,386
-1311,107,365
-1199,118,337
-1122,113,324
-1002,115,334
-928,111,301
-895,86,251
-827,65,224
-776,40,201
-799,11,157
-835,-18,125
-874,-56,106
-904,-98,92
-896,-129,89
-911,-151,88
-940,-171,69
-989,-198,39
-1026,-215,20
-1078,-210,2
-1117,-195,-4
-1140,-175,-14
-1158,-151,-39
-1173,-124,-69
-1181,-93,-102
-1183,-47,-129
-1195,-5,-146
-1207,28,-159
-1237,42,-171
-1257,31,-189
-1256,8,-223
-1231,-24,-270
-1176,-69,-323
-1099,-100,-388
-1012,-98,-467
-965,-108,-545
-989,-149,-600
-1064,-179,-652
-1182,-209,-702
-1321,-288,-739
-1424,-398,-771
-1352,-426,-823
-1214,-329,-888
-1203,-214,-912
-1305,-139,-878
-1336,-47,-832
-1243,58,-762
-1071,111,-646
-856,127,-468
-591,165,-244
-358,209,-78
-209,217,29
-301,204,82
-673,252,27
-820,224,-70
-909,104,-145
-998,-12,-213
-1116,-21,-274
-1218,56,-305
-1306,172,-284
-1386,281,-245
-1461,358,-212
-1532,416,-195
-1592,467,-205
-1668,509,-255
-1763,539,-330
-1849,554,-394
-1924,554,-447
-1962,534,-471
-1917,504,-443
-1799,482,-384
-1625,454,-343
-1371,414,-295
-1029,377,-236
-676,352,-164
-337,311,-108
-5,286,-90
187,262,-86
252,250,-107
230,222,-155
201,197,-174
183,196,-170
170,193,-195
143,187,-238
-18,162,-298
-267,130,-345
-463,128,-346
-503,162,-273
-476,200,-195
-408,263,-150
-276,368,-96
-61,507,48
212,596,223
374,597,318
446,592,360
590,642,482
763,613,502
425,518,374
28,523,263
-261,569,198
-328,631,186
-209,677,233
-110,663,318
-125,652,353
-204,638,319
-275,638,250
-326,577,205
-347,510,76
-212,466,-46
-216,445,-160
-180,375,-551
24,226,-1002
232,28,-1327
222,-96,-1419
63,-141,-1254
-159,-149,-936
-322,-126,-567
-377,-51,-248
-363,52,-35
-253,122,54
-129,149,60
-83,155,39
-73,137,7
-53,108,-25
-31,65,-52
-28,16,-68
-51,-29,-61
-79,-65,-51
-116,-97,-40
-168,-130,-36
-214,-166,-43
-259,-206,-56
-306,-257,-80
-339,-314,-111
-323,-375,-161
-255,-432,-228
-120,-477,-292
99,-493,-361
385,-466,-432
629,-373,-488
726,-240,-508
585,-92,-481
242,5,-420
-197,-38,-389
-676,-220,-455
-1092,-430,-628
-1264,-568,-851
-1173,-618,-1085
-958,-538,-1289
-627,-410,-1427
-274,-315,-1486
55,-259,-1439
364,-251,-1294
577,-257,-1072
733,-241,-799
881,-206,-552
1043,-207,-381
1153,-292,-294
1215,-444,-253
1227,-562,-202
1228,-637,-123
1204,-664,-41
1147,-641,47
1134,-593,120
1228,-524,151
1353,-492,149
1462,-496,144
1593,-520,149
1739,-564,161
1905,-618,172
2050,-662,205
2135,-693,266
2150,-728,355
2096,-750,448
1994,-737,525
1848,-682,575
1591,-617,583
1274,-561,564
1059,-485,564
832,-384,523
588,-329,468
366,-313,436
213,-330,392
168,-348,359
79,-338,358
-88,-292,405
-215,-239,457
-209,-194,533
-207,-140,617
-260,-115,697
-375,-103,753
-653,-48,795
-887,-37,783
-965,35,705
-963,177,639
-833,296,571
-718,367,525
-577,411,513
-414,484,490
-189,530,473
-24,530,422
162,476,378
325,432,362
466,374,332
534,316,303
556,248,278
450,178,220
284,99,177
161,47,163
15,43,155
-101,67,139
-91,94,134
-2,108,135
82,106,125
113,102,89
95,78,32
57,53,-11
33,41,-42
29,44,-58
24,61,-75
23,86,-91
30,116,-105
50,143,-122
73,156,-143
99,136,-161
120,91,-180
143,31,-202
169,-30,-232
184,-86,-274
176,-143,-330
141,-194,-397
117,-229,-468
159,-256,-539
245,-282,-600
295,-303,-634
297,-300,-646
297,-297,-641
336,-292,-622
339,-281,-557
270,-288,-437
170,-293,-300
122,-268,-154
187,-270,27
273,-248,235
244,-180,401
137,-113,491
29,-45,501
-45,10,478
-58,43,479
-54,58,475
-102,77,425
-166,97,365
-216,147,320
-279,217,275
-370,274,212
-440,269,115
-467,259,28
-489,294,-43
-524,360,-106
-562,428,-146
-576,488,-170
-579,517,-192
-589,532,-196
-577,528,-206
-573,509,-237
-568,481,-261
-565,442,-277
-565,378,-287
-511,281,-300
-433,167,-300
-377,52,-286
-328,-57,-266
-259,-135,-246
-178,-167,-231
-63,-143,-213
77,-89,-172
288,-18,-96
582,42,-1
885,100,166
1083,180,395
1282,229,504
1486,218,494
1638,197,453
1594,271,515
1391,332,541
1100,365,426
691,404,250
458,466,38
380,544,-250
525,530,-690
389,517,-692
184,595,-119
367,658,262
511,707,331
568,740,352
632,772,382
663,811,354
681,842,356
784,825,359
913,755,280
1126,659,155
1158,545,102
1153,462,102
1165,439,89
1211,425,52
1220,356,28
1177,272,38
1078,180,80
988,104,94
914,70,97
804,50,129
737,36,160
722,22,156
705,19,155
682,35,178
681,53,210
687,42,210
664,-1,192
634,-63,174
605,-96,160
580,-82,151
573,-33,141
582,16,127
597,48,112
599,61,104
590,57,88
581,27,62
588,-13,35
624,-46,13
684,-64,-8
741,-72,-20
829,-71,-35
970,-41,-66
1100,9,-115
1174,77,-165
1148,143,-198
1032,179,-220
813,184,-234
525,129,-250
244,35,-296
12,-62,-367
-116,-153,-439
-108,-248,-524
-4,-327,-622
153,-374,-701
364,-416,-775
574,-469,-856
757,-528,-884
866,-574,-829
929,-625,-746
970,-650,-671
1028,-643,-600
1107,-642,-546
1218,-652,-535
1339,-656,-524
1431,-688,-492
1531,-754,-445
1648,-796,-367
1790,-791,-251
1986,-767,-117
2226,-744,18
2492,-713,173
2775,-645,308
3095,-505,353
3371,-323,355
3572,-151,365
3700,-16,386
3712,49,428
3614,50,494
3356,-29,565
2929,-174,615
2307,-333,608
1587,-497,545
868,-572,454
189,-570,403
-372,-553,416
-826,-507,443
-1250,-446,421
-1492,-449,411
-1557,-420,474
-1578,-409,521
-1511,-442,588
-1312,-475,670
-984,-478,744
-651,-451,812
-305,-363,851
80,-241,895
480,-153,953
794,-115,970
929,-120,942
971,-123,941
965,-103,974
937,-78,1007
881,-31,997
744,15,923
560,65,818
400,114,706
261,172,609
163,212,550
129,197,531
148,185,511
229,165,509
415,130,511
650,104,498
836,92,463
908,86,405
889,65,350
869,33,334
892,12,351
916,9,375
874,15,360
804,36,323
793,92,320
866,180,329
1000,278,312
1138,361,257
1223,392,182
1184,397,125
1070,395,90
954,366,48
836,318,0
729,267,-38
630,214,-73
532,159,-124
428,121,-191
332,94,-266
253,104,-335
142,146,-371
-41,181,-371
-292,192,-354
-564,175,-337
-776,167,-344
-937,207,-386
-1086,271,-451
-1227,280,-554
-1250,220,-719
-1155,140,-907
-1036,76,-1013
-811,58,-983
-403,78,-833
141,35,-644
858,-114,-408
1491,-299,-180
1863,-573,-49
1991,-877,8
1913,-1060,-17
1857,-1051,-60
1656,-845,36
1366,-557,164
1057,-226,179
645,94,117
265,372,105
26,537,176
-104,561,257
-187,496,287
-262,388,259
-331,277,204
-409,201,176
-506,185,198
-575,212,250
-575,275,291
-529,357,311
-452,423,322
-331,455,300
-147,451,252
133,405,229
474,335,238
745,262,238
982,182,238
1097,133,229
1150,89,166
1148,50,98
1096,6,65
1026,-42,65
971,-91,97
980,-125,173
1054,-138,261
1117,-131,340
1167,-91,384
1189,-18,407
1255,106,394
1302,228,372
1255,331,369
1215,416,386
1056,437,351
872,455,259
821,494,206
862,523,251
910,547,308
934,613,353
967,671,382
1021,711,392
1132,738,390
1232,770,410
1323,755,412
1321,683,379
1322,622,341
